,class,count,sum,aspect,elevation_below,year_month,season,percent_snow_cover,km2_snow,km2_all,year,month
12,270_2500,30397,21479,270,2500,2020-10,2020,0.706615784452413,214.79000000000005,303.9700000000001,2020,10
13,315_2500,30520,24083,315,2500,2020-10,2020,0.789089121887287,240.83000000000004,305.20000000000005,2020,10
14,45_3000,14562,13652,45,3000,2020-10,2020,0.9375085839857162,136.52000000000004,145.62000000000003,2020,10
15,270_4000,15,15,270,4000,2020-10,2020,1.0,0.15000000000000002,0.15000000000000002,2020,10
16,180_4000,14,13,180,4000,2020-10,2020,0.9285714285714286,0.13000000000000003,0.14,2020,10
17,45_1500,51376,1001,45,1500,2020-10,2020,0.019483805668016194,10.010000000000002,513.7600000000001,2020,10
18,180_2500,23532,14963,180,2500,2020-10,2020,0.6358575556688765,149.63000000000002,235.32000000000005,2020,10
19,135_1500,59707,1298,135,1500,2020-10,2020,0.021739494531629457,12.980000000000002,597.0700000000002,2020,10
20,0_3500,3387,3267,0,3500,2020-10,2020,0.9645704162976085,32.67000000000001,33.870000000000005,2020,10
21,225_4000,9,9,225,4000,2020-10,2020,1.0,0.09000000000000002,0.09000000000000002,2020,10
22,90_1500,49408,1219,90,1500,2020-10,2020,0.02467211787564767,12.190000000000003,494.0800000000001,2020,10
23,135_3000,12382,11534,135,3000,2020-10,2020,0.9315134873203037,115.34000000000002,123.82000000000002,2020,10
24,45_4500,0,0,45,4500,2020-10,2020,,0.0,0.0,2020,10
25,225_2500,22701,14922,225,2500,2020-10,2020,0.6573278710188979,149.22000000000003,227.01000000000005,2020,10
26,270_3500,2746,2610,270,3500,2020-10,2020,0.9504734158776402,26.100000000000005,27.460000000000004,2020,10
27,315_3500,3532,3323,315,3500,2020-10,2020,0.9408267270668177,33.230000000000004,35.32000000000001,2020,10
28,45_2000,32185,10220,45,2000,2020-10,2020,0.3175392263476775,102.20000000000002,321.8500000000001,2020,10
29,90_3000,13201,11919,90,3000,2020-10,2020,0.902886144989016,119.19000000000003,132.01000000000002,2020,10
30,180_3500,2232,2093,180,3500,2020-10,2020,0.9377240143369175,20.930000000000003,22.320000000000004,2020,10
31,0_4500,0,0,0,4500,2020-10,2020,,0.0,0.0,2020,10
32,135_4000,14,14,135,4000,2020-10,2020,1.0,0.14,0.14,2020,10
33,90_2500,27594,19955,90,2500,2020-10,2020,0.7231644560411684,199.55000000000004,275.94000000000005,2020,10
34,135_2500,26251,18563,135,2500,2020-10,2020,0.7071349662869986,185.63000000000002,262.51000000000005,2020,10
35,315_2000,39226,12162,315,2000,2020-10,2020,0.3100494569928109,121.62000000000002,392.2600000000001,2020,10
36,0_2000,35456,10846,0,2000,2020-10,2020,0.30590027075812276,108.46000000000002,354.56000000000006,2020,10
37,270_4500,0,0,270,4500,2020-10,2020,,0.0,0.0,2020,10
38,315_4500,0,0,315,4500,2020-10,2020,,0.0,0.0,2020,10
39,225_3500,2280,2181,225,3500,2020-10,2020,0.9565789473684211,21.810000000000006,22.800000000000004,2020,10
40,90_4000,20,20,90,4000,2020-10,2020,1.0,0.20000000000000004,0.20000000000000004,2020,10
41,270_2000,35246,9441,270,2000,2020-10,2020,0.26786018271576917,94.41000000000003,352.4600000000001,2020,10
42,315_1500,63820,1448,315,1500,2020-10,2020,0.0226888122845503,14.480000000000002,638.2000000000002,2020,10
43,180_2000,33139,6497,180,2000,2020-10,2020,0.1960529889254353,64.97000000000001,331.39000000000004,2020,10
44,180_4500,0,0,180,4500,2020-10,2020,,0.0,0.0,2020,10
45,45_3500,3164,3048,45,3500,2020-10,2020,0.9633375474083439,30.480000000000008,31.640000000000008,2020,10
46,0_1500,65477,1289,0,1500,2020-10,2020,0.019686302060265438,12.890000000000002,654.7700000000001,2020,10
47,270_1500,49944,1318,270,1500,2020-10,2020,0.026389556303059426,13.180000000000003,499.4400000000001,2020,10
48,90_3500,2915,2814,90,3500,2020-10,2020,0.9653516295025729,28.140000000000004,29.150000000000006,2020,10
49,135_3500,2452,2365,135,3500,2020-10,2020,0.9645187601957586,23.650000000000006,24.520000000000003,2020,10
50,315_3000,15789,15070,315,3000,2020-10,2020,0.9544619671923491,150.70000000000002,157.89000000000004,2020,10
51,0_3000,15932,15273,0,3000,2020-10,2020,0.9586367060005021,152.73000000000002,159.32000000000002,2020,10
52,225_2000,27108,5909,225,2000,2020-10,2020,0.21797993212335842,59.09000000000001,271.08000000000004,2020,10
53,270_3000,14820,13796,270,3000,2020-10,2020,0.9309041835357624,137.96000000000004,148.20000000000002,2020,10
54,45_4000,7,7,45,4000,2020-10,2020,1.0,0.07,0.07,2020,10
55,225_4500,0,0,225,4500,2020-10,2020,,0.0,0.0,2020,10
0,180_3000,11089,8824,180,3000,2020-11,2020,0.7957435296239517,88.24000000000002,110.89000000000001,2020,11
1,45_2500,26276,21506,45,2500,2020-11,2020,0.8184655198660374,215.06000000000003,262.76000000000005,2020,11
2,0_2500,26644,21551,0,2500,2020-11,2020,0.8088500225191413,215.51000000000005,266.44000000000005,2020,11
3,180_1500,60409,3276,180,1500,2020-11,2020,0.05423032991772749,32.760000000000005,604.0900000000001,2020,11
4,135_2000,35129,11007,135,2000,2020-11,2020,0.3133308662358735,110.07000000000002,351.2900000000001,2020,11
5,0_4000,20,20,0,4000,2020-11,2020,1.0,0.20000000000000004,0.20000000000000004,2020,11
6,225_3000,12675,9790,225,3000,2020-11,2020,0.7723865877712032,97.90000000000002,126.75000000000003,2020,11
7,315_4000,25,24,315,4000,2020-11,2020,0.96,0.24000000000000005,0.25000000000000006,2020,11
8,135_4500,0,0,135,4500,2020-11,2020,,0.0,0.0,2020,11
9,90_4500,0,0,90,4500,2020-11,2020,,0.0,0.0,2020,11
10,225_1500,46051,2603,225,1500,2020-11,2020,0.056524288289070815,26.030000000000005,460.5100000000001,2020,11
11,90_2000,34105,12219,90,2000,2020-11,2020,0.3582759126227826,122.19000000000003,341.05000000000007,2020,11
12,270_2500,30397,19150,270,2500,2020-11,2020,0.6299963812218311,191.50000000000003,303.9700000000001,2020,11
13,315_2500,30520,22863,315,2500,2020-11,2020,0.7491153342070773,228.63000000000005,305.20000000000005,2020,11
14,45_3000,14562,13551,45,3000,2020-11,2020,0.930572723526988,135.51000000000002,145.62000000000003,2020,11
15,270_4000,15,15,270,4000,2020-11,2020,1.0,0.15000000000000002,0.15000000000000002,2020,11
16,180_4000,14,14,180,4000,2020-11,2020,1.0,0.14,0.14,2020,11
17,45_1500,51376,2383,45,1500,2020-11,2020,0.04638352538150109,23.830000000000005,513.7600000000001,2020,11
18,180_2500,23532,14701,180,2500,2020-11,2020,0.6247237803841578,147.01000000000002,235.32000000000005,2020,11
19,135_1500,59707,3365,135,1500,2020-11,2020,0.05635855092367729,33.650000000000006,597.0700000000002,2020,11
20,0_3500,3387,3282,0,3500,2020-11,2020,0.9689991142604074,32.82000000000001,33.870000000000005,2020,11
21,225_4000,9,9,225,4000,2020-11,2020,1.0,0.09000000000000002,0.09000000000000002,2020,11
22,90_1500,49408,3042,90,1500,2020-11,2020,0.06156897668393782,30.420000000000005,494.0800000000001,2020,11
23,135_3000,12382,11184,135,3000,2020-11,2020,0.9032466483605234,111.84000000000002,123.82000000000002,2020,11
24,45_4500,0,0,45,4500,2020-11,2020,,0.0,0.0,2020,11
25,225_2500,22701,13644,225,2500,2020-11,2020,0.6010307915950839,136.44000000000003,227.01000000000005,2020,11
26,270_3500,2746,2537,270,3500,2020-11,2020,0.9238892935178441,25.370000000000005,27.460000000000004,2020,11
27,315_3500,3532,3348,315,3500,2020-11,2020,0.9479048697621744,33.480000000000004,35.32000000000001,2020,11
28,45_2000,32185,12078,45,2000,2020-11,2020,0.3752679819791829,120.78000000000003,321.8500000000001,2020,11
29,90_3000,13201,11836,90,3000,2020-11,2020,0.8965987425195061,118.36000000000003,132.01000000000002,2020,11
30,180_3500,2232,2060,180,3500,2020-11,2020,0.9229390681003584,20.600000000000005,22.320000000000004,2020,11
31,0_4500,0,0,0,4500,2020-11,2020,,0.0,0.0,2020,11
32,135_4000,14,14,135,4000,2020-11,2020,1.0,0.14,0.14,2020,11
33,90_2500,27594,19328,90,2500,2020-11,2020,0.7004421250996593,193.28000000000003,275.94000000000005,2020,11
34,135_2500,26251,17860,135,2500,2020-11,2020,0.6803550340939393,178.60000000000002,262.51000000000005,2020,11
35,315_2000,39226,10061,315,2000,2020-11,2020,0.2564880436445215,100.61000000000001,392.2600000000001,2020,11
36,0_2000,35456,10937,0,2000,2020-11,2020,0.3084668321299639,109.37000000000002,354.56000000000006,2020,11
37,270_4500,0,0,270,4500,2020-11,2020,,0.0,0.0,2020,11
38,315_4500,0,0,315,4500,2020-11,2020,,0.0,0.0,2020,11
39,225_3500,2280,2051,225,3500,2020-11,2020,0.8995614035087719,20.510000000000005,22.800000000000004,2020,11
40,90_4000,20,20,90,4000,2020-11,2020,1.0,0.20000000000000004,0.20000000000000004,2020,11
41,270_2000,35246,8658,270,2000,2020-11,2020,0.2456448958747092,86.58000000000001,352.4600000000001,2020,11
42,315_1500,63820,2437,315,1500,2020-11,2020,0.03818552178000627,24.370000000000005,638.2000000000002,2020,11
43,180_2000,33139,9138,180,2000,2020-11,2020,0.2757476085578925,91.38000000000002,331.39000000000004,2020,11
44,180_4500,0,0,180,4500,2020-11,2020,,0.0,0.0,2020,11
45,45_3500,3164,3069,45,3500,2020-11,2020,0.9699747155499368,30.690000000000005,31.640000000000008,2020,11
46,0_1500,65477,2355,0,1500,2020-11,2020,0.03596682804648961,23.550000000000004,654.7700000000001,2020,11
47,270_1500,49944,2506,270,1500,2020-11,2020,0.050176197341021946,25.060000000000006,499.4400000000001,2020,11
48,90_3500,2915,2844,90,3500,2020-11,2020,0.9756432246998284,28.440000000000005,29.150000000000006,2020,11
49,135_3500,2452,2385,135,3500,2020-11,2020,0.9726753670473083,23.850000000000005,24.520000000000003,2020,11
50,315_3000,15789,14249,315,3000,2020-11,2020,0.902463740578884,142.49000000000004,157.89000000000004,2020,11
51,0_3000,15932,14965,0,3000,2020-11,2020,0.9393045443133317,149.65000000000003,159.32000000000002,2020,11
52,225_2000,27108,6860,225,2000,2020-11,2020,0.25306182676700606,68.60000000000001,271.08000000000004,2020,11
53,270_3000,14820,12174,270,3000,2020-11,2020,0.8214574898785425,121.74000000000002,148.20000000000002,2020,11
54,45_4000,7,7,45,4000,2020-11,2020,1.0,0.07,0.07,2020,11
55,225_4500,0,0,225,4500,2020-11,2020,,0.0,0.0,2020,11
0,180_3000,11089,9759,180,3000,2020-12,2020,0.8800613220308414,97.59000000000002,110.89000000000001,2020,12
1,45_2500,26276,23956,45,2500,2020-12,2020,0.9117065002283452,239.56000000000006,262.76000000000005,2020,12
2,0_2500,26644,24054,0,2500,2020-12,2020,0.9027923735174899,240.54000000000005,266.44000000000005,2020,12
3,180_1500,60409,8480,180,1500,2020-12,2020,0.14037643397506994,84.80000000000001,604.0900000000001,2020,12
4,135_2000,35129,22233,135,2000,2020-12,2020,0.6328958979760312,222.33000000000004,351.2900000000001,2020,12
5,0_4000,20,20,0,4000,2020-12,2020,1.0,0.20000000000000004,0.20000000000000004,2020,12
6,225_3000,12675,11184,225,3000,2020-12,2020,0.8823668639053255,111.84000000000002,126.75000000000003,2020,12
7,315_4000,25,21,315,4000,2020-12,2020,0.84,0.21000000000000005,0.25000000000000006,2020,12
8,135_4500,0,0,135,4500,2020-12,2020,,0.0,0.0,2020,12
9,90_4500,0,0,90,4500,2020-12,2020,,0.0,0.0,2020,12
10,225_1500,46051,7071,225,1500,2020-12,2020,0.153547154242036,70.71000000000001,460.5100000000001,2020,12
11,90_2000,34105,21882,90,2000,2020-12,2020,0.6416068025216244,218.82000000000005,341.05000000000007,2020,12
12,270_2500,30397,26120,270,2500,2020-12,2020,0.8592953251965655,261.20000000000005,303.9700000000001,2020,12
13,315_2500,30520,27258,315,2500,2020-12,2020,0.8931192660550459,272.58000000000004,305.20000000000005,2020,12
14,45_3000,14562,13488,45,3000,2020-12,2020,0.9262463947259991,134.88000000000002,145.62000000000003,2020,12
15,270_4000,15,14,270,4000,2020-12,2020,0.9333333333333333,0.14,0.15000000000000002,2020,12
16,180_4000,14,9,180,4000,2020-12,2020,0.6428571428571429,0.09000000000000002,0.14,2020,12
17,45_1500,51376,9153,45,1500,2020-12,2020,0.17815711616318905,91.53000000000002,513.7600000000001,2020,12
18,180_2500,23532,19910,180,2500,2020-12,2020,0.8460819309875913,199.10000000000005,235.32000000000005,2020,12
19,135_1500,59707,9628,135,1500,2020-12,2020,0.16125412430703268,96.28000000000002,597.0700000000002,2020,12
20,0_3500,3387,3246,0,3500,2020-12,2020,0.95837023914969,32.46000000000001,33.870000000000005,2020,12
21,225_4000,9,8,225,4000,2020-12,2020,0.8888888888888888,0.08000000000000002,0.09000000000000002,2020,12
22,90_1500,49408,9672,90,1500,2020-12,2020,0.1957577720207254,96.72000000000001,494.0800000000001,2020,12
23,135_3000,12382,11333,135,3000,2020-12,2020,0.9152802455176869,113.33000000000003,123.82000000000002,2020,12
24,45_4500,0,0,45,4500,2020-12,2020,,0.0,0.0,2020,12
25,225_2500,22701,19394,225,2500,2020-12,2020,0.8543235980793797,193.94000000000003,227.01000000000005,2020,12
26,270_3500,2746,2470,270,3500,2020-12,2020,0.8994901675163874,24.700000000000006,27.460000000000004,2020,12
27,315_3500,3532,3337,315,3500,2020-12,2020,0.9447904869762175,33.370000000000005,35.32000000000001,2020,12
28,45_2000,32185,19003,45,2000,2020-12,2020,0.5904303246854125,190.03000000000003,321.8500000000001,2020,12
29,90_3000,13201,11942,90,3000,2020-12,2020,0.9046284372396031,119.42000000000003,132.01000000000002,2020,12
30,180_3500,2232,1781,180,3500,2020-12,2020,0.7979390681003584,17.810000000000002,22.320000000000004,2020,12
31,0_4500,0,0,0,4500,2020-12,2020,,0.0,0.0,2020,12
32,135_4000,14,14,135,4000,2020-12,2020,1.0,0.14,0.14,2020,12
33,90_2500,27594,25125,90,2500,2020-12,2020,0.9105240269623831,251.25000000000006,275.94000000000005,2020,12
34,135_2500,26251,24107,135,2500,2020-12,2020,0.9183269208792046,241.07000000000005,262.51000000000005,2020,12
35,315_2000,39226,19784,315,2000,2020-12,2020,0.5043593534900321,197.84000000000003,392.2600000000001,2020,12
36,0_2000,35456,19240,0,2000,2020-12,2020,0.54264440433213,192.40000000000003,354.56000000000006,2020,12
37,270_4500,0,0,270,4500,2020-12,2020,,0.0,0.0,2020,12
38,315_4500,0,0,315,4500,2020-12,2020,,0.0,0.0,2020,12
39,225_3500,2280,1926,225,3500,2020-12,2020,0.8447368421052631,19.260000000000005,22.800000000000004,2020,12
40,90_4000,20,16,90,4000,2020-12,2020,0.8,0.16000000000000003,0.20000000000000004,2020,12
41,270_2000,35246,17094,270,2000,2020-12,2020,0.4849912046757079,170.94000000000003,352.4600000000001,2020,12
42,315_1500,63820,9116,315,1500,2020-12,2020,0.14283923534942025,91.16000000000001,638.2000000000002,2020,12
43,180_2000,33139,18529,180,2000,2020-12,2020,0.5591297263043544,185.29000000000005,331.39000000000004,2020,12
44,180_4500,0,0,180,4500,2020-12,2020,,0.0,0.0,2020,12
45,45_3500,3164,3042,45,3500,2020-12,2020,0.961441213653603,30.420000000000005,31.640000000000008,2020,12
46,0_1500,65477,9562,0,1500,2020-12,2020,0.14603601264566182,95.62000000000002,654.7700000000001,2020,12
47,270_1500,49944,7950,270,1500,2020-12,2020,0.15917827967323403,79.50000000000001,499.4400000000001,2020,12
48,90_3500,2915,2706,90,3500,2020-12,2020,0.9283018867924528,27.060000000000006,29.150000000000006,2020,12
49,135_3500,2452,2149,135,3500,2020-12,2020,0.8764274061990212,21.490000000000006,24.520000000000003,2020,12
50,315_3000,15789,14399,315,3000,2020-12,2020,0.9119640255874343,143.99000000000004,157.89000000000004,2020,12
51,0_3000,15932,14948,0,3000,2020-12,2020,0.9382375094150138,149.48000000000002,159.32000000000002,2020,12
52,225_2000,27108,14275,225,2000,2020-12,2020,0.5265973144459201,142.75000000000003,271.08000000000004,2020,12
53,270_3000,14820,13029,270,3000,2020-12,2020,0.8791497975708502,130.29000000000002,148.20000000000002,2020,12
54,45_4000,7,7,45,4000,2020-12,2020,1.0,0.07,0.07,2020,12
55,225_4500,0,0,225,4500,2020-12,2020,,0.0,0.0,2020,12
0,180_3000,11089,9312,180,3000,2021-01,2020,0.8397511046983497,93.12000000000002,110.89000000000001,2021,01
1,45_2500,26276,24499,45,2500,2021-01,2020,0.9323717460800731,244.99000000000004,262.76000000000005,2021,01
2,0_2500,26644,25160,0,2500,2021-01,2020,0.9443026572586699,251.60000000000005,266.44000000000005,2021,01
3,180_1500,60409,35985,180,1500,2021-01,2020,0.5956893840321806,359.8500000000001,604.0900000000001,2021,01
4,135_2000,35129,30501,135,2000,2021-01,2020,0.8682569956446241,305.01000000000005,351.2900000000001,2021,01
5,0_4000,20,17,0,4000,2021-01,2020,0.85,0.17000000000000004,0.20000000000000004,2021,01
6,225_3000,12675,10673,225,3000,2021-01,2020,0.8420512820512821,106.73000000000002,126.75000000000003,2021,01
7,315_4000,25,15,315,4000,2021-01,2020,0.6,0.15000000000000002,0.25000000000000006,2021,01
8,135_4500,0,0,135,4500,2021-01,2020,,0.0,0.0,2021,01
9,90_4500,0,0,90,4500,2021-01,2020,,0.0,0.0,2021,01
10,225_1500,46051,25973,225,1500,2021-01,2020,0.5640051247529912,259.7300000000001,460.5100000000001,2021,01
11,90_2000,34105,30256,90,2000,2021-01,2020,0.887142647705615,302.56000000000006,341.05000000000007,2021,01
12,270_2500,30397,28101,270,2500,2021-01,2020,0.9244662302200876,281.01000000000005,303.9700000000001,2021,01
13,315_2500,30520,29187,315,2500,2021-01,2020,0.9563237221494102,291.87000000000006,305.20000000000005,2021,01
14,45_3000,14562,12923,45,3000,2021-01,2020,0.8874467792885593,129.23000000000002,145.62000000000003,2021,01
15,270_4000,15,8,270,4000,2021-01,2020,0.5333333333333333,0.08000000000000002,0.15000000000000002,2021,01
16,180_4000,14,8,180,4000,2021-01,2020,0.5714285714285714,0.08000000000000002,0.14,2021,01
17,45_1500,51376,28794,45,1500,2021-01,2020,0.5604562441606976,287.94000000000005,513.7600000000001,2021,01
18,180_2500,23532,20030,180,2500,2021-01,2020,0.8511813700492946,200.30000000000004,235.32000000000005,2021,01
19,135_1500,59707,36504,135,1500,2021-01,2020,0.6113855996784296,365.0400000000001,597.0700000000002,2021,01
20,0_3500,3387,2977,0,3500,2021-01,2020,0.8789489223501624,29.770000000000007,33.870000000000005,2021,01
21,225_4000,9,5,225,4000,2021-01,2020,0.5555555555555556,0.05000000000000001,0.09000000000000002,2021,01
22,90_1500,49408,29407,90,1500,2021-01,2020,0.5951870142487047,294.07000000000005,494.0800000000001,2021,01
23,135_3000,12382,10729,135,3000,2021-01,2020,0.866499757712809,107.29000000000002,123.82000000000002,2021,01
24,45_4500,0,0,45,4500,2021-01,2020,,0.0,0.0,2021,01
25,225_2500,22701,20334,225,2500,2021-01,2020,0.8957314655742038,203.34000000000003,227.01000000000005,2021,01
26,270_3500,2746,2408,270,3500,2021-01,2020,0.876911871813547,24.080000000000005,27.460000000000004,2021,01
27,315_3500,3532,3169,315,3500,2021-01,2020,0.8972253680634201,31.690000000000005,35.32000000000001,2021,01
28,45_2000,32185,27991,45,2000,2021-01,2020,0.8696908497747398,279.9100000000001,321.8500000000001,2021,01
29,90_3000,13201,11562,90,3000,2021-01,2020,0.8758427391864253,115.62000000000002,132.01000000000002,2021,01
30,180_3500,2232,1599,180,3500,2021-01,2020,0.7163978494623656,15.990000000000004,22.320000000000004,2021,01
31,0_4500,0,0,0,4500,2021-01,2020,,0.0,0.0,2021,01
32,135_4000,14,7,135,4000,2021-01,2020,0.5,0.07,0.14,2021,01
33,90_2500,27594,25756,90,2500,2021-01,2020,0.9333913169529607,257.56000000000006,275.94000000000005,2021,01
34,135_2500,26251,23773,135,2500,2021-01,2020,0.9056035960534837,237.73000000000005,262.51000000000005,2021,01
35,315_2000,39226,33139,315,2000,2021-01,2020,0.8448223117320145,331.39000000000004,392.2600000000001,2021,01
36,0_2000,35456,30512,0,2000,2021-01,2020,0.8605595667870036,305.12000000000006,354.56000000000006,2021,01
37,270_4500,0,0,270,4500,2021-01,2020,,0.0,0.0,2021,01
38,315_4500,0,0,315,4500,2021-01,2020,,0.0,0.0,2021,01
39,225_3500,2280,1777,225,3500,2021-01,2020,0.7793859649122807,17.770000000000003,22.800000000000004,2021,01
40,90_4000,20,5,90,4000,2021-01,2020,0.25,0.05000000000000001,0.20000000000000004,2021,01
41,270_2000,35246,28870,270,2000,2021-01,2020,0.8191000397208194,288.70000000000005,352.4600000000001,2021,01
42,315_1500,63820,33293,315,1500,2021-01,2020,0.5216703227828267,332.93000000000006,638.2000000000002,2021,01
43,180_2000,33139,27112,180,2000,2021-01,2020,0.8181296961284288,271.12000000000006,331.39000000000004,2021,01
44,180_4500,0,0,180,4500,2021-01,2020,,0.0,0.0,2021,01
45,45_3500,3164,2678,45,3500,2021-01,2020,0.8463969658659924,26.780000000000005,31.640000000000008,2021,01
46,0_1500,65477,35066,0,1500,2021-01,2020,0.5355468332391526,350.6600000000001,654.7700000000001,2021,01
47,270_1500,49944,26365,270,1500,2021-01,2020,0.5278912381867692,263.65000000000003,499.4400000000001,2021,01
48,90_3500,2915,2343,90,3500,2021-01,2020,0.8037735849056604,23.430000000000003,29.150000000000006,2021,01
49,135_3500,2452,1858,135,3500,2021-01,2020,0.7577487765089723,18.580000000000002,24.520000000000003,2021,01
50,315_3000,15789,14504,315,3000,2021-01,2020,0.9186142250934195,145.04000000000002,157.89000000000004,2021,01
51,0_3000,15932,14493,0,3000,2021-01,2020,0.9096786341953301,144.93000000000004,159.32000000000002,2021,01
52,225_2000,27108,22207,225,2000,2021-01,2020,0.8192046628301608,222.07000000000005,271.08000000000004,2021,01
53,270_3000,14820,12824,270,3000,2021-01,2020,0.8653171390013495,128.24000000000004,148.20000000000002,2021,01
54,45_4000,7,3,45,4000,2021-01,2020,0.42857142857142855,0.030000000000000006,0.07,2021,01
55,225_4500,0,0,225,4500,2021-01,2020,,0.0,0.0,2021,01
0,180_3000,11089,10475,180,3000,2021-02,2020,0.9446298133285238,104.75000000000001,110.89000000000001,2021,02
1,45_2500,26276,24979,45,2500,2021-02,2020,0.9506393667224844,249.79000000000005,262.76000000000005,2021,02
2,0_2500,26644,24617,0,2500,2021-02,2020,0.9239228344092478,246.17000000000004,266.44000000000005,2021,02
3,180_1500,60409,20687,180,1500,2021-02,2020,0.34244897283517356,206.87000000000003,604.0900000000001,2021,02
4,135_2000,35129,30741,135,2000,2021-02,2020,0.8750889578411,307.4100000000001,351.2900000000001,2021,02
5,0_4000,20,20,0,4000,2021-02,2020,1.0,0.20000000000000004,0.20000000000000004,2021,02
6,225_3000,12675,11777,225,3000,2021-02,2020,0.9291518737672584,117.77000000000002,126.75000000000003,2021,02
7,315_4000,25,24,315,4000,2021-02,2020,0.96,0.24000000000000005,0.25000000000000006,2021,02
8,135_4500,0,0,135,4500,2021-02,2020,,0.0,0.0,2021,02
9,90_4500,0,0,90,4500,2021-02,2020,,0.0,0.0,2021,02
10,225_1500,46051,15857,225,1500,2021-02,2020,0.3443356278908167,158.57000000000002,460.5100000000001,2021,02
11,90_2000,34105,30205,90,2000,2021-02,2020,0.885647265796804,302.05000000000007,341.05000000000007,2021,02
12,270_2500,30397,28264,270,2500,2021-02,2020,0.9298286015067276,282.64000000000004,303.9700000000001,2021,02
13,315_2500,30520,28554,315,2500,2021-02,2020,0.9355832241153342,285.5400000000001,305.20000000000005,2021,02
14,45_3000,14562,13953,45,3000,2021-02,2020,0.9581788215904409,139.53000000000003,145.62000000000003,2021,02
15,270_4000,15,14,270,4000,2021-02,2020,0.9333333333333333,0.14,0.15000000000000002,2021,02
16,180_4000,14,14,180,4000,2021-02,2020,1.0,0.14,0.14,2021,02
17,45_1500,51376,21215,45,1500,2021-02,2020,0.41293600124571783,212.15000000000003,513.7600000000001,2021,02
18,180_2500,23532,22060,180,2500,2021-02,2020,0.9374468808431072,220.60000000000005,235.32000000000005,2021,02
19,135_1500,59707,22399,135,1500,2021-02,2020,0.3751486425377259,223.99000000000004,597.0700000000002,2021,02
20,0_3500,3387,3251,0,3500,2021-02,2020,0.9598464718039563,32.510000000000005,33.870000000000005,2021,02
21,225_4000,9,9,225,4000,2021-02,2020,1.0,0.09000000000000002,0.09000000000000002,2021,02
22,90_1500,49408,21335,90,1500,2021-02,2020,0.43181266191709844,213.35000000000005,494.0800000000001,2021,02
23,135_3000,12382,11983,135,3000,2021-02,2020,0.9677758035858505,119.83000000000003,123.82000000000002,2021,02
24,45_4500,0,0,45,4500,2021-02,2020,,0.0,0.0,2021,02
25,225_2500,22701,21060,225,2500,2021-02,2020,0.9277124355755253,210.60000000000005,227.01000000000005,2021,02
26,270_3500,2746,2513,270,3500,2021-02,2020,0.9151493080844866,25.130000000000006,27.460000000000004,2021,02
27,315_3500,3532,3345,315,3500,2021-02,2020,0.9470554926387316,33.45000000000001,35.32000000000001,2021,02
28,45_2000,32185,26937,45,2000,2021-02,2020,0.8369426751592357,269.37000000000006,321.8500000000001,2021,02
29,90_3000,13201,12661,90,3000,2021-02,2020,0.9590940080296947,126.61000000000003,132.01000000000002,2021,02
30,180_3500,2232,2096,180,3500,2021-02,2020,0.9390681003584229,20.960000000000004,22.320000000000004,2021,02
31,0_4500,0,0,0,4500,2021-02,2020,,0.0,0.0,2021,02
32,135_4000,14,14,135,4000,2021-02,2020,1.0,0.14,0.14,2021,02
33,90_2500,27594,26834,90,2500,2021-02,2020,0.9724577806769588,268.34000000000003,275.94000000000005,2021,02
34,135_2500,26251,25372,135,2500,2021-02,2020,0.96651556131195,253.72000000000006,262.51000000000005,2021,02
35,315_2000,39226,29934,315,2000,2021-02,2020,0.7631163004129914,299.34000000000003,392.2600000000001,2021,02
36,0_2000,35456,27795,0,2000,2021-02,2020,0.7839293772563177,277.95000000000005,354.56000000000006,2021,02
37,270_4500,0,0,270,4500,2021-02,2020,,0.0,0.0,2021,02
38,315_4500,0,0,315,4500,2021-02,2020,,0.0,0.0,2021,02
39,225_3500,2280,2050,225,3500,2021-02,2020,0.8991228070175439,20.500000000000004,22.800000000000004,2021,02
40,90_4000,20,20,90,4000,2021-02,2020,1.0,0.20000000000000004,0.20000000000000004,2021,02
41,270_2000,35246,26905,270,2000,2021-02,2020,0.7633490325143278,269.05000000000007,352.4600000000001,2021,02
42,315_1500,63820,22365,315,1500,2021-02,2020,0.350438733939204,223.65000000000003,638.2000000000002,2021,02
43,180_2000,33139,27620,180,2000,2021-02,2020,0.8334590663568605,276.20000000000005,331.39000000000004,2021,02
44,180_4500,0,0,180,4500,2021-02,2020,,0.0,0.0,2021,02
45,45_3500,3164,3013,45,3500,2021-02,2020,0.952275600505689,30.130000000000006,31.640000000000008,2021,02
46,0_1500,65477,23891,0,1500,2021-02,2020,0.36487621607587395,238.91000000000005,654.7700000000001,2021,02
47,270_1500,49944,17232,270,1500,2021-02,2020,0.3450264296011533,172.32000000000002,499.4400000000001,2021,02
48,90_3500,2915,2816,90,3500,2021-02,2020,0.9660377358490566,28.160000000000004,29.150000000000006,2021,02
49,135_3500,2452,2361,135,3500,2021-02,2020,0.9628874388254486,23.610000000000003,24.520000000000003,2021,02
50,315_3000,15789,15026,315,3000,2021-02,2020,0.9516752169231744,150.26000000000002,157.89000000000004,2021,02
51,0_3000,15932,15339,0,3000,2021-02,2020,0.9627793120763244,153.39000000000004,159.32000000000002,2021,02
52,225_2000,27108,21427,225,2000,2021-02,2020,0.790430869116128,214.27000000000004,271.08000000000004,2021,02
53,270_3000,14820,13802,270,3000,2021-02,2020,0.9313090418353577,138.02000000000004,148.20000000000002,2021,02
